wage,earnwke,uhours,age,educ,female
20.769,830.76,40,33,44,0
32.69225,1307.69,40,31,43,0
8,320,40,45,38,1
14.8,592,40,23,39,0
14.422999999999998,576.92,40,41,43,1
20,800,40,35,39,0
21.6345,865.38,40,22,39,0
16.825,673,40,34,43,1
25,1000,40,51,39,0
9,360,40,22,40,1
9,360,40,22,40,0
19.228571428571428,1346,70,54,40,0
12,480,40,45,39,1
9.25,370,40,25,42,1
17.2,688,40,38,39,1
11.48,459.2,40,45,37,1
24,1080,45,41,39,0
11.53825,461.53,40,36,40,0
8,320,40,21,40,1
18,720,40,49,39,0
22.95,918,40,59,39,0
36.27613636363637,1596.15,44,46,43,1
30.610000000000003,1224.4,40,51,43,1
27,1080,40,57,43,0
23.48,892.24,38,57,42,1
12.75,510,40,45,38,0
18,720,40,28,39,0
13.75,550,40,48,40,1
20.833333333333332,1250,60,59,46,1
23.75,950,40,60,46,0
16.825,673,40,40,40,1
13.125,525,40,44,40,0
8.5,297.5,35,16,35,0
12,480,40,24,39,0
15.3846,769.23,50,45,39,0
13.75,550,40,52,39,0
38.45,1538,40,46,39,1
10,400,40,26,39,1
14,560,40,29,39,0
32,1280,40,31,46,0
26.923000000000002,1076.92,40,57,39,0
22.11525,884.61,40,55,42,1
8.75,350,40,20,40,1
20,800,40,22,45,0
7.675,307,40,43,35,0
12.55,502,40,35,40,1
13.5,810,60,19,40,0
7.75,310,40,24,39,1
43.476190476190474,1826,42,40,43,0
31.725,1269,40,35,43,1
29.914444444444445,1346.15,45,50,39,0
22,880,40,54,43,1
24.444444444444443,1760,72,24,40,0
46.33025,1853.21,40,42,44,1
24.6085,984.34,40,46,43,0
20.4,918,45,46,44,0
9,360,40,27,39,1
40,1600,40,45,44,0
36.057625,2884.61,80,56,42,1
10,400,40,47,37,1
7.75,310,40,20,39,1
29,1160,40,50,38,0
13.180000000000001,527.2,40,52,39,1
17,680,40,60,40,0
33.07,1322.8,40,57,43,1
27.7,1108,40,39,39,0
22.5,900,40,47,37,1
14,560,40,57,39,0
11,440,40,44,39,1
15.5,620,40,22,39,0
13,520,40,23,39,0
16.666666666666668,1000,60,45,39,0
30.769,1230.76,40,50,44,1
55.55555555555556,2500,45,54,44,0
24.038249999999998,961.53,40,54,43,0
19.23075,769.23,40,52,43,1
12,480,40,22,43,1
24.038249999999998,961.53,40,55,40,0
22.6922,1134.61,50,50,42,1
13.095142857142857,458.33,35,36,40,0
17.68,707.2,40,53,39,0
24,1080,45,44,39,0
38.45,1538,40,43,39,1
7.8,312,40,17,38,0
10.78125,431.25,40,21,39,0
57.6922,2884.61,50,33,39,0
18.75,750,40,59,39,1
12,480,40,25,38,1
13,520,40,58,40,0
11.375,455,40,51,39,0
18,720,40,24,43,0
10.78125,431.25,40,25,41,0
20,800,40,28,40,1
11,385,35,56,40,1
29,1160,40,56,42,0
17.77777777777778,800,45,36,42,0
10.625,425,40,49,43,1
16.82675,673.07,40,48,39,1
20.978909090909088,1153.84,55,49,39,0
30.76911111111111,1384.61,45,31,45,0
35.04266666666667,1576.92,45,30,45,1
13,520,40,23,39,1
12.294,491.76,40,38,43,1
18.5,740,40,47,41,0
14.55,582,40,54,41,0
16.25,650,40,63,39,1
11.5,437,38,36,39,1
46.14,2307,50,61,43,0
14.792769230769231,961.53,65,43,39,0
17.5,700,40,36,39,1
9.5,380,40,52,39,0
11,440,40,47,36,1
15,600,40,62,39,1
14,560,40,62,39,0
12.5,500,40,26,43,0
21.625,865,40,45,43,1
12.403749999999999,496.15,40,43,40,1
10.55,422,40,44,40,0
13,520,40,25,39,0
9.45,378,40,25,40,1
5,250,50,41,43,1
55.55555555555556,2500,45,61,43,0
12.820277777777777,461.53,36,59,41,1
17.99125,719.65,40,28,40,0
24.04,961.6,40,62,39,1
7.785185185185185,420.4,54,22,40,1
17.5,840,48,23,40,0
48.07683333333333,2884.61,60,41,45,0
44.07041666666667,2115.38,48,55,42,1
18.88888888888889,850,45,52,42,1
18.375999999999998,826.92,45,37,39,0
11.5,460,40,55,39,1
17.46,698.4,40,27,40,0
9.125,365,40,24,43,1
11.25,393.75,35,27,43,1
18.9,793.8,42,44,41,1
45.45454545454545,2500,55,62,44,1
11.89,475.6,40,57,39,1
17.307499999999997,692.3,40,44,44,1
10.416666666666666,500,48,40,40,1
15,600,40,64,39,1
14.4,576,40,34,43,0
63.24444444444445,2846,45,64,45,0
15,750,50,47,39,0
14.5,507.5,35,47,42,1
9.75,390,40,24,41,1
25,1000,40,25,40,0
37.5,1500,40,55,44,1
36.43710526315789,1384.61,38,34,43,1
20.242894736842107,769.23,38,33,43,1
29.8,1192,40,62,43,1
14.422999999999998,576.92,40,28,44,0
9.347826086956522,430,46,35,39,1
23,920,40,40,39,1
17.12625,685.05,40,31,40,1
36.36363636363637,2000,55,47,42,0
30.7692,1538.46,50,34,43,0
38.4614,1923.07,50,28,44,1
21.6345,865.38,40,32,44,0
14,532,38,50,42,1
23.57777777777778,1061,45,27,39,1
33.65375,1346.15,40,53,43,0
34.188,1538.46,45,55,43,0
30,1200,40,56,39,0
15,600,40,27,39,0
3.125,125,40,17,37,1
11,440,40,35,39,1
7.8,312,40,17,35,0
7.8,312,40,17,35,0
55.55555555555556,2500,45,36,43,0
11.75,470,40,62,39,0
13.5,540,40,59,39,1
12,420,35,30,36,0
13.180000000000001,527.2,40,35,39,1
26.44225,1057.69,40,49,40,0
69.7115,2788.46,40,42,43,0
22.380000000000003,895.2,40,36,39,0
72.11525,2884.61,40,46,43,0
72.11525,2884.61,40,45,44,1
29.3521052631579,1115.38,38,47,44,0
27.884500000000003,1115.38,40,34,44,1
15.3845,615.38,40,32,43,0
26.923000000000002,1076.92,40,56,44,1
24.038249999999998,961.53,40,61,40,0
12.019,480.76,40,59,40,1
19.225,769,40,37,39,0
38.45,1538,40,63,43,0
25,1000,40,45,39,1
28,1120,40,45,39,0
14,560,40,22,43,1
38.07675,1523.07,40,61,39,0
27.5,1100,40,56,39,1
25.5,969,38,59,44,1
25,1000,40,31,40,0
20.75,830,40,28,43,0
48.07675,1923.07,40,59,45,0
52,2080,40,41,43,1
6.057,242.28,40,50,44,0
28.845999999999997,1153.84,40,59,43,1
31.25,1250,40,30,44,0
10,400,40,43,43,1
10,400,40,44,39,0
27.2,1224,45,28,43,0
27.24354166666667,1307.69,48,32,42,1
28.845999999999997,1153.84,40,59,43,1
72.11525,2884.61,40,47,43,1
12.55,502,40,36,40,1
15,600,40,60,39,1
21.048545454545454,1157.67,55,59,39,0
24.025,961,40,59,43,1
21.625,865,40,40,44,0
42.3076,2115.38,50,62,43,1
24.225,969,40,54,45,1
30,1200,40,56,40,0
11,440,40,40,41,1
18.34,733.6,40,61,43,1
57.6922,2884.61,50,50,44,0
25.1,1004,40,60,39,1
14.422999999999998,576.92,40,31,35,1
17.548,701.92,40,40,39,0
11.53825,461.53,40,30,39,1
17.3,692,40,42,40,0
42,1470,35,39,42,1
40,1600,40,38,44,1
24.475454545454546,1346.15,55,36,40,0
39.90375,1596.15,40,50,42,1
38.4615,2307.69,60,34,43,1
57.6922,2884.61,50,34,44,0
7.619047619047619,320,42,24,42,0
21.6345,865.38,40,36,43,1
72.11525,2884.61,40,64,43,1
15.3845,615.38,40,32,43,0
25,1000,40,42,39,1
38.75,1550,40,57,42,0
13.257142857142858,928,70,35,39,1
26.223636363636363,1442.3,55,34,41,0
60.09604166666667,2884.61,48,56,44,0
57.6922,2884.61,50,64,44,0
57.69225,2307.69,40,59,43,1
55.769000000000005,2230.76,40,55,42,0
47.2972972972973,1750,37,54,44,1
37.5,1500,40,30,40,0
17.5,700,40,31,40,1
12,480,40,22,35,0
40.865249999999996,1634.61,40,59,43,0
43.269,1730.76,40,64,43,1
25.17472727272727,1384.61,55,54,44,1
31.25,1250,40,51,39,1
16.5,660,40,51,43,0
40.225,1609,40,48,39,1
25,1000,40,27,42,1
33.67,1346.8,40,49,39,0
28.845999999999997,1153.84,40,53,39,0
19.23075,769.23,40,49,40,1
25,1000,40,43,39,1
24.038249999999998,961.53,40,34,42,0
48.07675,1923.07,40,50,43,0
25.18309523809524,1057.69,42,40,39,0
31.25,1250,40,48,44,1
33.65375,1346.15,40,50,44,1
52.8845,2115.38,40,49,44,0
44.53421052631579,1692.3,38,35,39,1
28.571428571428573,1000,35,36,44,1
21.7125,868.5,40,56,40,1
15,600,40,50,39,0
36.0575,1442.3,40,43,40,0
16.15,646,40,58,40,0
13,520,40,25,39,0
19.225,769,40,28,44,1
31.25,1250,40,29,44,0
72.1,2884,40,29,43,1
26.923000000000002,1076.92,40,44,39,0
12.55,502,40,44,39,1
25,1000,40,38,39,1
14,560,40,32,35,0
8,320,40,27,32,1
14.5,580,40,45,33,0
21.625,865,40,43,33,0
62.5,2500,40,52,40,0
11.75,470,40,51,44,1
38.075,1523,40,61,40,0
62.5,2500,40,33,46,0
17,680,40,31,39,0
9,360,40,18,39,1
43.25,1730,40,39,43,1
26,936,36,50,42,1
26.5,1060,40,48,39,0
16.825,673,40,46,40,1
28.825,1153,40,44,40,0
12,480,40,42,40,1
50,2000,40,42,40,0
17.142857142857142,720,42,55,43,0
10,400,40,51,43,1
10,400,40,35,39,0
19.23075,769.23,40,37,39,0
28.846,1442.3,50,29,43,0
26.190333333333335,1571.42,60,30,44,1
26.44225,1057.69,40,54,43,0
60.096000000000004,2403.84,40,51,44,1
25,1250,50,57,39,0
12.4,496,40,53,39,1
27.564,1653.84,60,63,44,1
17.5,700,40,41,39,0
72.11525,2884.61,40,37,43,1
15.5,620,40,29,39,0
21.6345,865.38,40,36,39,1
38.69025,1547.61,40,59,40,1
16,640,40,40,40,1
36.53825,1461.53,40,38,44,0
57.69225,2307.69,40,39,44,1
19.23075,769.23,40,45,40,0
13.461500000000001,538.46,40,44,40,1
17.30757142857143,1211.53,70,43,44,0
9.61525,384.61,40,42,40,0
28.845999999999997,1153.84,40,38,43,0
8.13888888888889,293,36,58,39,0
62.5,2500,40,54,43,0
40.865249999999996,1634.61,40,51,43,1
2.857142857142857,200,70,20,40,1
14,560,40,49,43,1
12.5,500,40,23,40,1
12.5,500,40,55,39,1
9.61525,384.61,40,28,41,0
5.274571428571429,184.61,35,23,40,1
11.217833333333335,673.07,60,25,44,1
34,2040,60,61,39,0
17.5,700,40,38,39,1
23,920,40,41,39,0
10.714285714285714,600,56,28,39,1
47.1,1884,40,31,43,0
19.225,769,40,31,44,1
16.02,560.7,35,43,42,1
9.35,327.25,35,46,34,0
27.77777777777778,1250,45,53,44,1
9.24,369.6,40,35,34,1
21.15,846,40,56,39,0
24.020833333333332,1153,48,31,43,0
15.375,615,40,30,43,0
23.36,934.4,40,31,43,0
46.14,2307,50,33,43,1
18.46,923,50,33,43,0
9.5,380,40,59,39,0
29.120857142857144,1019.23,35,40,43,1
50.90909090909091,2800,55,60,45,1
9.439024390243903,387,41,33,32,0
7.875,315,40,21,39,1
10.15,355.25,35,25,43,1
17.5,700,40,26,45,1
21,840,40,54,39,0
9,360,40,20,39,1
28.845999999999997,1153.84,40,26,43,1
43.269,1730.76,40,35,44,0
14.903749999999999,1192.3,80,29,45,0
50.4,2016,40,58,32,0
10,400,40,19,34,0
8.5,340,40,31,34,0
8.5,340,40,31,34,0
48.075,1923,40,46,33,0
19.23057142857143,673.07,35,59,42,1
34.615249999999996,1384.61,40,24,43,1
19.23076923076923,1250,65,24,43,1
38.4615,1538.46,40,26,43,1
12,480,40,57,39,0
15.575,623,40,57,39,1
19.225,769,40,38,43,1
13.185714285714285,923,70,40,38,0
8.5,340,40,18,39,1
16,640,40,27,39,1
57.68,2884,50,44,46,0
36.525,1461,40,39,44,0
22.5,900,40,54,42,1
12,480,40,24,43,1
35.022222222222226,1576,45,28,46,1
30.755555555555556,1384,45,31,46,0
72.11525,2884.61,40,47,43,0
60.096000000000004,2403.84,40,55,45,0
60.096000000000004,2403.84,40,54,46,1
8.35,292.25,35,18,39,1
32.05111111111111,1442.3,45,24,44,0
23.07675,923.07,40,30,43,0
32,1600,50,32,44,0
26.923000000000002,1346.15,50,29,43,1
72.11525,2884.61,40,50,46,0
45,1800,40,60,43,0
50,1900,38,55,44,1
26,1040,40,44,43,1
17.307499999999997,692.3,40,51,43,0
43.269,1730.76,40,48,44,0
19.22222222222222,865,45,60,43,0
28.845999999999997,1153.84,40,21,43,0
18.375,735,40,52,39,1
15.54808510638298,730.76,47,44,39,0
13.333333333333334,800,60,36,39,0
17.5,700,40,51,40,1
27,1080,40,54,40,0
18.522222222222222,833.5,45,32,43,1
29.914444444444445,1346.15,45,35,43,0
20.595238095238095,865,42,35,43,1
12.4,496,40,28,39,1
48.07683333333333,2884.61,60,46,43,0
72.11525,2884.61,40,50,43,0
43.269,1730.76,40,56,43,0
15.428571428571429,540,35,51,40,1
57.6922,2884.61,50,48,44,0
32.5,1300,40,61,39,0
16.5,660,40,55,42,1
16.95,678,40,30,39,0
17.5,700,40,50,39,1
18.625,745,40,56,39,1
44.87166666666667,2692.3,60,36,40,0
26.44225,1057.69,40,36,44,1
19.225,769,40,35,39,1
15,600,40,36,39,0
23.07675,923.07,40,39,43,1
33.40078947368421,1269.23,38,60,41,1
12.629999999999999,505.2,40,22,39,1
47.115249999999996,1884.61,40,32,44,0
24.038249999999998,961.53,40,54,43,0
35,1400,40,59,43,0
18,666,37,24,44,1
11.4,456,40,28,39,0
38.4615,1538.46,40,42,43,0
38.4615,1538.46,40,48,39,0
28,1120,40,48,39,1
17.6375,705.5,40,26,43,1
57.68,2884,50,46,46,0
25,1000,40,57,42,0
17,680,40,56,42,1
21.6345,865.38,40,43,42,0
19.23075,769.23,40,38,43,1
10.81725,865.38,80,32,46,1
25.972972972972972,961,37,43,43,0
32.05119047619048,1346.15,42,48,39,1
12.75,510,40,46,43,1
25.25,1010,40,59,40,0
30.275,1211,40,60,44,1
7.5,300,40,46,43,1
23.075,923,40,51,44,1
72.11525,2884.61,40,52,43,0
57.6865,2307.46,40,62,44,0
33.65375,1346.15,40,37,44,0
17.5,700,40,49,44,0
36.0575,1442.3,40,46,44,0
26.425,1057,40,36,43,1
28.825,1153,40,38,43,0
16.825,673,40,59,43,0
30.275,1211,40,59,43,1
14.7,588,40,24,43,0
47.43333333333333,2846,60,54,43,0
15.8,632,40,29,43,1
20.81578947368421,791,38,60,43,0
16,800,50,50,39,1
40,2000,50,50,39,0
10.1,404,40,18,39,1
18.25,912.5,50,55,39,0
31.62962962962963,1708,54,54,39,0
17.142857142857142,600,35,37,39,0
24,960,40,56,42,0
13.513513513513514,500,37,23,36,0
26,1040,40,25,39,0
42.5,1700,40,52,43,0
20,800,40,64,33,0
10.81081081081081,400,37,60,33,1
24.025,961,40,28,41,1
7.5,300,40,49,39,0
28.845999999999997,1153.84,40,28,43,0
17,680,40,57,40,0
11,440,40,49,40,1
25.1,1004,40,61,40,1
11.620000000000001,464.8,40,58,43,1
48.07675,1923.07,40,38,43,0
48.07675,1923.07,40,37,44,1
8,320,40,24,39,1
12.727272727272727,700,55,28,39,0
14.15,566,40,48,34,0
48.075,1923,40,47,44,1
15.3846,769.23,50,30,39,0
8,320,40,29,32,0
19.2306,961.53,50,36,43,1
17.482363636363637,961.53,55,35,43,0
17.77777777777778,800,45,24,40,0
38.46,1923,50,59,44,0
16.82675,673.07,40,60,39,1
16.25,650,40,37,44,0
48.075,1923,40,37,44,1
50.95375,2038.15,40,50,44,0
19.223,768.92,40,48,43,1
24.630000000000003,935.94,38,54,41,1
28.846,1730.76,60,41,43,0
36.71327272727273,2019.23,55,51,44,0
10.6,371,35,27,40,1
60,2400,40,58,44,0
14.4,576,40,29,43,0
28.825,1153,40,30,43,1
13,455,35,18,39,1
23.07675,923.07,40,41,40,1
30,1200,40,43,40,0
13.5,540,40,19,40,1
10.6,371,35,27,41,1
15,600,40,30,39,0
10.25,358.75,35,31,42,0
72.11525,2884.61,40,64,44,0
27.6922,1384.61,50,37,43,0
12.719999999999999,445.2,35,36,43,1
39.90375,1596.15,40,41,40,0
24.020909090909093,1321.15,55,52,44,0
31.468363636363637,1730.76,55,52,44,1
18,720,40,36,40,1
21,1050,50,36,40,0
28.571428571428573,1200,42,56,42,0
49.06666666666667,2208,45,40,40,0
10,400,40,21,40,0
16.325,653,40,24,43,1
22.669999999999998,906.8,40,44,41,1
16,720,45,46,43,0
36.0575,1442.3,40,56,44,1
36.0575,1442.3,40,58,44,0
17.5,700,40,34,44,1
48.31,2415.5,50,34,43,0
15.05,602,40,43,39,0
17.5,787.5,45,50,42,1
19.225,769,40,54,39,0
16,640,40,41,39,1
57.6922,2884.61,50,43,40,0
19.225,769,40,44,39,1
16.6345,665.38,40,60,39,1
23,920,40,42,39,0
8,280,35,54,39,1
20,1000,50,51,39,0
30.610000000000003,1224.4,40,40,44,1
21.35,854,40,37,39,0
18.375,735,40,54,39,1
69.23075,2769.23,40,35,41,0
48.71111111111111,2192,45,62,43,1
9.8,392,40,21,40,0
11.5,552,48,28,43,1
40.865249999999996,1634.61,40,60,43,0
12.019,480.76,40,35,39,0
24.2,968,40,37,39,1
48.07683333333333,2884.61,60,50,44,0
13.87,554.8,40,33,40,1
8.241714285714286,576.92,70,28,40,0
19.225,769,40,52,44,1
17.5,700,40,36,42,1
26.5,1060,40,42,40,0
30.769,1230.76,40,49,43,0
57.6922,2884.61,50,60,46,1
7.85,274.75,35,56,40,1
16.2,648,40,30,40,0
35,1400,40,25,43,1
32.69225,1307.69,40,40,44,0
33.65375,1346.15,40,39,44,1
15.05,602,40,48,39,0
14.344000000000001,717.2,50,41,40,1
10.238095238095237,430,42,22,39,0
23.075,923,40,42,43,1
15,600,40,42,39,0
33.333333333333336,1500,45,35,40,0
12,480,40,30,40,0
40.38,2019,50,48,43,0
30.38,1519,50,45,44,1
27.68,1384,50,45,44,0
13.845999999999998,692.3,50,45,40,1
14.5,580,40,57,40,0
20.19225,807.69,40,41,43,1
11.5384,576.92,50,45,39,0
19.23075,769.23,40,48,39,1
37.6922,1884.61,50,62,43,1
36.0575,1442.3,40,63,43,0
13.1875,527.5,40,63,39,1
22.5,900,40,62,39,1
17.5,787.5,45,62,39,0
9,360,40,26,34,0
16.5,660,40,63,42,1
23.51,893.38,38,37,43,1
51.06,2042.4,40,46,40,0
29.114285714285714,1019,35,51,43,1
25.48,1019.2,40,55,39,0
15.769200000000001,788.46,50,37,40,0
19.7115,788.46,40,54,41,1
41.25,1650,40,63,40,0
34.6,1730,50,45,41,0
18.38,661.68,36,47,39,1
30.610000000000003,1224.4,40,52,44,1
22,880,40,27,43,0
20.175,807,40,30,42,1
13.269,530.76,40,26,43,0
33,1650,50,50,41,0
11,385,35,20,39,0
24.038249999999998,961.53,40,63,40,0
15.371428571428572,538,35,29,43,0
10.857142857142858,380,35,24,43,1
57.6922,2884.61,50,60,39,1
10.27,410.8,40,19,39,0
30.5,1220,40,62,42,1
12,600,50,28,40,0
40.2,1608,40,41,40,0
26.25,945,36,55,39,1
8.75,350,40,34,41,0
16.5,660,40,62,39,1
38.4615,1538.46,40,59,39,0
15,675,45,38,39,0
24.127659574468087,1134,47,34,45,0
22.22222222222222,800,36,60,42,0
7.105263157894737,270,38,25,39,1
36.05,1442,40,56,41,0
26.923000000000002,1076.92,40,54,40,0
15.3,612,40,51,39,1
18,720,40,50,42,1
8.5,340,40,21,40,1
26.44225,1057.69,40,30,40,0
9,360,40,18,39,0
21.875,1050,48,47,41,0
28.825,1153,40,45,42,1
7.05,282,40,18,39,0
27.5,1100,40,57,39,0
10.1,404,40,17,40,1
10.1,404,40,18,39,1
11.65,466,40,58,43,1
12,540,45,34,39,0
20.19225,807.69,40,55,43,1
22,880,40,29,39,0
18.2,728,40,42,40,1
30,1200,40,46,40,0
10,400,40,23,40,0
19,855,45,52,39,0
27.77777777777778,1250,45,51,39,1
10.75,430,40,19,40,1
32,1760,55,54,40,0
23.2,928,40,29,41,0
11,440,40,54,40,1
22.5625,902.5,40,28,40,0
27.96,1118.4,40,55,43,0
9.85,394,40,56,39,1
60.096000000000004,2403.84,40,44,43,1
22.857142857142858,1280,56,61,39,0
23,920,40,50,39,0
52.44745454545455,2884.61,55,37,39,0
17.206315789473685,653.84,38,37,40,1
9,360,40,30,39,0
8.25,330,40,25,37,1
9.55,334.25,35,32,39,1
14.825,593,40,35,37,0
14.1,564,40,24,40,0
12,600,50,33,39,0
9.85,394,40,60,39,1
26.14,1307,50,64,46,0
16.825,673,40,55,43,0
9,360,40,21,40,0
32.02777777777778,1153,36,52,43,1
23.075,923,40,50,43,1
72.11525,2884.61,40,53,43,0
38.4614,1923.07,50,56,42,0
18.66,746.4,40,35,40,0
20,800,40,44,40,0
31,1240,40,54,42,1
24.038249999999998,961.53,40,42,43,0
13.45,538,40,61,40,1
35,1400,40,42,43,1
21.1538,1057.69,50,41,40,0
21.35,854,40,54,40,0
15.05,602,40,38,39,0
23.075,923,40,38,39,1
48.07666666666667,1730.76,36,44,41,1
8,320,40,18,40,0
28,1120,40,44,40,0
42.5,1700,40,51,43,0
10,400,40,49,42,0
18.45,738,40,29,41,1
12.5,500,40,58,39,0
15,600,40,53,41,1
8.75,350,40,52,42,1
16.13,580.68,36,62,39,0
12.690000000000001,507.6,40,63,39,1
11.99,659.45,55,55,40,1
15.577142857142858,545.2,35,27,40,1
21.6345,865.38,40,31,44,1
21.15375,846.15,40,26,43,1
18.076800000000002,903.84,50,27,45,0
30.98288888888889,1394.23,45,38,43,1
32.675,1307,40,54,44,0
25,1250,50,21,43,1
18.45,738,40,59,39,0
21.625,865,40,30,44,0
35.04266666666667,1576.92,45,35,43,0
21.6345,865.38,40,38,43,0
23.075,923,40,28,43,0
21.625,865,40,39,44,0
20.175,807,40,38,44,1
63.85,2554,40,55,43,0
12.3076,615.38,50,35,40,0
15.5,620,40,25,43,1
18,720,40,27,43,0
23.07675,923.07,40,46,40,0
29,1160,40,36,44,1
6.25,250,40,34,35,1
9.5,380,40,42,40,0
14.4,576,40,31,40,0
24.038249999999998,961.53,40,46,44,1
58.65375,2346.15,40,55,43,0
29.325,1173,40,30,46,1
36.05,1442,40,40,40,0
10.244444444444444,461,45,31,39,0
30,1200,40,32,40,1
25,1000,40,36,43,0
33.65375,1346.15,40,34,39,1
32.2115,1288.46,40,38,41,0
21.25,850,40,51,39,0
20,800,40,53,39,1
20.175,807,40,62,45,1
8.75,306.25,35,25,38,0
13.186571428571428,461.53,35,44,43,1
20,800,40,25,40,1
14.4,720,50,27,38,0
28.825,1153,40,32,43,0
11.65,466,40,60,43,1
19,855,45,43,43,0
50.48075,2019.23,40,34,43,0
11.66,419.76,36,44,41,1
34.17777777777778,1538,45,42,43,0
21.25,850,40,48,42,0
20,800,40,41,39,1
24.5,980,40,46,40,1
17.5,700,40,45,39,0
62,2480,40,46,43,0
31.725,1269,40,39,45,0
20.175,807,40,42,44,1
33.4615,1338.46,40,30,44,0
17.68,707.2,40,42,39,0
18.26275,730.51,40,33,43,0
42.73488888888889,1923.07,45,35,43,1
48.07683333333333,2884.61,60,51,44,0
57.6922,2884.61,50,23,40,0
14.5,580,40,47,36,1
9,360,40,31,46,1
46.153777777777776,2076.92,45,39,42,1
50.36619047619048,2115.38,42,40,42,0
7.5,300,40,23,37,0
17.5,700,40,63,40,0
11.21875,448.75,40,21,39,0
9.4,376,40,21,39,1
26,1040,40,29,44,1
28.666666666666668,1376,48,30,43,0
32.675,1307,40,44,43,0
24.5,980,40,44,43,1
31.857142857142858,1115,35,45,44,0
29.29,1318.05,45,33,43,0
41.45288888888889,1865.38,45,31,44,1
22,1100,50,39,41,0
25,1000,40,38,41,1
43.269,1730.76,40,26,43,0
20.19225,807.69,40,24,44,1
19.7115,788.46,40,53,43,1
19.225,769,40,52,40,1
38.4615,2307.69,60,52,43,1
21.96875,878.75,40,58,41,0
15.527777777777779,559,36,22,41,0
28.6,1144,40,49,40,1
31.25,1250,40,52,43,1
34.6,1384,40,61,40,0
4.375,175,40,54,40,1
23.75,950,40,60,43,1
52.44745454545455,2884.61,55,62,44,0
27.083333333333332,1625,60,58,46,1
16.8,840,50,56,39,0
44.87166666666667,2692.3,60,55,45,0
16.82675,673.07,40,23,39,0
25.755357142857143,1442.3,56,25,41,0
15,570,38,25,43,1
20.19225,807.69,40,27,42,1
28.825,1153,40,28,43,1
57.6922,2884.61,50,63,44,0
19.7115,788.46,40,32,39,1
30,1200,40,32,41,0
20.19225,807.69,40,47,43,0
34.6,1384,40,44,43,1
22.5,900,40,44,44,0
43,1720,40,54,39,0
20,800,40,36,41,0
38.46146666666667,2884.61,75,58,45,0
21.25,850,40,51,39,0
13,520,40,42,40,0
24.5,980,40,35,42,1
24.5,980,40,50,41,1
18.66,746.4,40,53,40,0
11,385,35,24,40,0
30.829268292682926,1264,41,33,42,1
21.36733333333333,961.53,45,31,42,0
60.075,2403,40,55,43,0
10,400,40,22,40,0
16.5,660,40,61,41,1
24.519,980.76,40,54,40,1
18,720,40,24,40,0
20,800,40,53,39,0
25,1000,40,59,39,0
13.5,540,40,57,40,1
17.611,704.44,40,52,40,0
13.180000000000001,527.2,40,50,41,1
15.5,620,40,47,39,0
11.75,470,40,42,39,1
32,1280,40,32,39,0
15,600,40,35,39,1
32,1440,45,53,41,0
15.65,626,40,26,43,1
25.25,1010,40,32,43,0
22.22222222222222,1000,45,31,42,1
12.2625,490.5,40,43,38,0
10,400,40,44,39,0
39.9,1596,40,48,42,0
18.66,746.4,40,38,42,0
19.23075,769.23,40,37,44,1
42.01925,1680.77,40,35,43,0
24.9375,997.5,40,52,41,0
40,1600,40,53,41,0
15,600,40,22,40,0
24.31081081081081,1799,74,39,34,0
31.73075,1269.23,40,36,43,0
14.422999999999998,576.92,40,42,41,0
45.34,2267,50,43,40,0
13.84,692,50,50,39,1
17.5,700,40,51,39,1
29.914444444444445,1346.15,45,36,40,0
19.77,889.65,45,47,42,1
15,750,50,47,40,0
18.5,740,40,34,39,0
25,1000,40,30,43,1
21.4,1498,70,49,39,0
12,480,40,42,37,0
23.0768,1153.84,50,53,43,0
14.422999999999998,576.92,40,53,43,1
27.884500000000003,1115.38,40,40,43,0
17.68,707.2,40,50,42,0
11,440,40,43,42,1
15,600,40,19,39,0
23.075,923,40,37,39,0
72.11525,2884.61,40,18,40,0
57.6922,2884.61,50,36,43,0
46.325,1853,40,41,43,1
14.422999999999998,576.92,40,33,42,1
8.88888888888889,320,36,32,39,1
9,360,40,22,40,0
9,360,40,22,40,0
10,400,40,23,40,0
19,684,36,27,39,0
12.75,510,40,26,36,0
25.5,1275,50,45,39,0
20,800,40,42,41,1
57.6922,2884.61,50,52,46,0
16.82675,673.07,40,47,42,0
8.5,340,40,21,40,1
21.6345,865.38,40,27,45,1
20.85,834,40,50,39,0
17.77777777777778,800,45,24,39,0
14,700,50,28,39,0
8.25,330,40,23,41,1
31.73075,1269.23,40,31,43,0
49.14511111111111,2211.53,45,45,44,0
15.25,610,40,45,42,1
14,532,38,36,43,1
21.6345,865.38,40,37,43,0
24.038249999999998,961.53,40,29,40,0
28.845999999999997,1153.84,40,29,43,1
25,1000,40,46,43,0
11.67,408.45,35,20,40,1
11,440,40,21,40,1
9.2,368,40,28,42,0
11,440,40,27,40,1
25,1000,40,29,42,0
31.25,1250,40,28,43,1
9,360,40,31,33,1
20.380000000000003,815.2,40,59,46,0
21,840,40,40,43,1
9.540000000000001,381.6,40,41,40,0
35,1400,40,41,39,0
12.5,500,40,28,41,1
12.5,600,48,36,40,0
21.1538,1057.69,50,25,40,0
23.0768,1153.84,50,29,43,0
34.72222222222222,1250,36,26,43,1
25,1000,40,54,44,0
34.1345,1365.38,40,48,41,0
20,800,40,61,39,0
24.5,980,40,42,39,1
11.5,517.5,45,26,43,1
19.23075,769.23,40,28,43,0
13.180000000000001,527.2,40,47,41,1
